WEO_Country_Code,ISO,Country,WEO_Subject_Code,Subject_Descriptor,Subject_Notes,Units,Scale,Country_Series-Specific_Notes,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,Estimates_Start_After
514,BTN,Bhutan,BCA_NGDPD,Current account balance,"Current account is all transactions other than those in financial and capital items. The major classifications are goods and services, income and current transfers. The focus of the BOP is on transactions (between an economy and the rest of the world) in goods, services, and income.",Percent of GDP,Units,"See notes for:  Gross domestic product, current prices (National currency) Current account balance (U.S. dollars).",10.942,3.389,-47.272,-48.451,-55.91,-44.739,-47.166,-34.824,-20.717,-26.001,-9.521,-9.736,-28.285,-15.379,-12.952,14.731,14.014,5.04,9.732,2.159,-8.735,-8.276,-15.63,-22.344,-17.367,-28.756,-4.328,7.835,-8.212,-5.964,-21.088,-35.782,-20.119,-23.873,-25.391,-25.905,-29.444,-22.12,-17.42,-19.187,-14.79,-11.154,-28.088,-34.41,-17.749,2022
218,BOL,Bolivia,BCA_NGDPD,Current account balance,"Current account is all transactions other than those in financial and capital items. The major classifications are goods and services, income and current transfers. The focus of the BOP is on transactions (between an economy and the rest of the world) in goods, services, and income.",Percent of GDP,Units,"See notes for:  Gross domestic product, current prices (National currency) Current account balance (U.S. dollars).",-0.2,-8.102,-3.4,-2.8,-2.0,-7.3,-7.6,-9.27,-2.9,0.7,-4.021,-4.788,-7.208,-7.321,-3.986,-5.002,-4.504,-6.984,-7.856,-5.907,-5.325,-3.359,-4.42,1.042,3.694,6.502,11.436,12.04,11.867,4.658,4.416,2.226,7.221,3.413,1.716,-5.825,-5.579,-5.024,-4.251,-3.316,-0.043,3.884,2.118,-2.588,-5.397,2023
963,BIH,Bosnia and Herzegovina,BCA_NGDPD,Current account balance,"Current account is all transactions other than those in financial and capital items. The major classifications are goods and services, income and current transfers. The focus of the BOP is on transactions (between an economy and the rest of the world) in goods, services, and income.",Percent of GDP,Units,"See notes for:  Gross domestic product, current prices (National currency) Current account balance (U.S. dollars).",,,,,,,,,,,,,,,,,,,-6.535,-8.694,-7.125,-12.844,-17.742,-19.241,-16.141,-16.867,-8.01,-9.464,-14.126,-6.428,-6.005,-9.487,-8.636,-5.333,-7.365,-5.035,-4.699,-4.779,-3.231,-2.597,-2.84,-1.77,-4.344,-2.812,-4.805,2022
616,BWA,Botswana,BCA_NGDPD,Current account balance,"Current account is all transactions other than those in financial and capital items. The major classifications are goods and services, income and current transfers. The focus of the BOP is on transactions (between an economy and the rest of the world) in goods, services, and income.",Percent of GDP,Units,"See notes for:  Gross domestic product, current prices (National currency) Current account balance (U.S. dollars).",-12.862,-29.293,-13.222,-6.533,-4.896,7.334,7.173,26.479,6.293,14.297,-0.508,7.967,5.033,10.79,5.206,6.236,10.049,14.398,3.53,10.778,9.594,10.9,4.881,9.597,3.592,16.247,19.665,15.657,1.393,-6.406,-5.888,-0.873,-5.902,4.531,11.075,2.226,7.973,5.586,0.393,-6.917,-10.256,-1.334,-1.188,-0.632,-1.96,2022
223,BRA,Brazil,BCA_NGDPD,Current account balance,"Current account is all transactions other than those in financial and capital items. The major classifications are goods and services, income and current transfers. The focus of the BOP is on transactions (between an economy and the rest of the world) in goods, services, and income.",Percent of GDP,Units,"See notes for:  Gross domestic product, current prices (National currency) Current account balance (U.S. dollars).",-8.783,-7.003,-9.104,-4.759,0.028,-0.1,-2.147,-0.501,1.304,0.235,-0.831,-0.352,1.607,-0.138,-0.307,-2.427,-2.801,-3.636,-4.049,-4.467,-4.048,-4.445,-1.845,0.393,1.339,1.31,0.973,-0.197,-2.099,-1.757,-3.926,-3.197,-3.761,-3.576,-4.499,-3.523,-1.699,-1.224,-2.808,-3.47,-1.688,-2.419,-2.095,-1.0,-1.748,2023
516,BRN,Brunei Darussalam,BCA_NGDPD,Current account balance,"Current account is all transactions other than those in financial and capital items. The major classifications are goods and services, income and current transfers. The focus of the BOP is on transactions (between an economy and the rest of the world) in goods, services, and income.",Percent of GDP,Units,"See notes for:  Gross domestic product, current prices (National currency) Current account balance (U.S. dollars).",,,,,,65.374,60.558,58.506,60.89,52.406,47.843,46.927,32.748,21.92,26.459,16.14,18.79,17.215,14.042,26.731,45.089,31.441,27.116,34.188,33.042,38.183,41.145,35.579,43.508,33.445,36.596,34.711,29.838,20.881,30.709,16.679,12.894,16.362,6.928,6.636,4.279,11.21,19.567,12.882,15.881,2023
918,BGR,Bulgaria,BCA_NGDPD,Current account balance,"Current account is all transactions other than those in financial and capital items. The major classifications are goods and services, income and current transfers. The focus of the BOP is on transactions (between an economy and the rest of the world) in goods, services, and income.",Percent of GDP,Units,"See notes for:  Gross domestic product, current prices (National currency) Current account balance (U.S. dollars).",2.527,0.3,0.417,0.082,1.154,-0.343,-2.707,-1.768,-0.604,-1.135,-5.723,-2.627,-3.029,-17.038,-0.28,-1.084,3.591,13.536,1.144,-2.918,-3.114,-3.625,-0.625,-3.381,-4.277,-9.428,-15.28,-23.892,-22.076,-8.315,-1.724,0.329,-0.847,1.274,1.235,,3.062,3.307,0.946,1.865,0.04,-1.724,-1.398,-0.267,-0.963,2023
748,BFA,Burkina Faso,BCA_NGDPD,Current account balance,"Current account is all transactions other than those in financial and capital items. The major classifications are goods and services, income and current transfers. The focus of the BOP is on transactions (between an economy and the rest of the world) in goods, services, and income.",Percent of GDP,Units,"See notes for:  Gross domestic product, current prices (National currency) Current account balance (U.S. dollars).",-2.042,-2.028,-4.762,-3.401,-0.219,-3.607,-0.788,-1.868,-1.581,3.375,-2.206,-2.568,-0.609,-1.977,0.7,-3.445,-7.25,-8.086,-6.605,-9.957,-10.766,-9.129,-8.281,-7.766,-9.758,-10.324,-8.308,-7.353,-10.232,-4.037,-1.797,-1.328,-1.292,-10.008,-7.165,-7.568,-6.08,-5.034,-4.179,-3.268,4.192,0.393,-7.442,-8.035,-3.84,2022
618,BDI,Burundi,BCA_NGDPD,Current account balance,"Current account is all transactions other than those in financial and capital items. The major classifications are goods and services, income and current transfers. The focus of the BOP is on transactions (between an economy and the rest of the world) in goods, services, and income.",Percent of GDP,Units,"See notes for:  Gross domestic product, current prices (National currency) Current account balance (U.S. dollars).",-8.777,-6.807,-12.195,-12.022,-11.723,-3.528,-2.934,-8.201,-6.437,-1.016,-6.141,-2.851,-5.508,-2.997,-1.827,1.045,-4.608,0.631,-4.906,-4.453,-7.019,-3.508,-12.542,-14.079,-6.505,-4.665,-21.287,-32.41,-9.821,-6.312,-12.238,-14.473,-18.592,-20.613,-15.847,-11.529,-11.061,-11.776,-12.815,-11.558,-11.238,-11.874,-15.869,-13.84,-15.119,2022
624,CPV,Cabo Verde,BCA_NGDPD,Current account balance,"Current account is all transactions other than those in financial and capital items. The major classifications are goods and services, income and current transfers. The focus of the BOP is on transactions (between an economy and the rest of the world) in goods, services, and income.",Percent of GDP,Units,"See notes for:  Gross domestic product, current prices (National currency) Current account balance (U.S. dollars).",-45.327,-15.345,-8.829,-8.368,-4.754,-3.144,0.93,5.233,-1.939,-7.974,-4.386,-3.836,-4.254,-7.676,-10.168,-10.806,-5.734,-4.88,-8.948,-11.91,-8.652,-7.553,-7.975,-8.206,-10.493,-2.439,-4.12,-11.871,-12.513,-13.408,-11.332,-14.848,-11.466,-4.442,-8.272,-2.902,-3.441,-6.952,-4.773,0.201,-15.341,-11.869,-3.614,-3.084,-5.209,2022
522,KHM,Cambodia,BCA_NGDPD,Current account balance,"Current account is all transactions other than those in financial and capital items. The major classifications are goods and services, income and current transfers. The focus of the BOP is on transactions (between an economy and the rest of the world) in goods, services, and income.",Percent of GDP,Units,"See notes for:  Gross domestic product, current prices (National currency) Current account balance (U.S. dollars).",,,,,,,,,,,,,-1.01,-1.647,-3.442,-4.71,-7.038,1.301,-5.495,-4.809,-2.598,-0.932,-2.157,-3.286,-1.969,-3.406,-0.562,-1.409,-5.63,-8.249,-7.125,-6.427,-6.799,-6.506,-6.484,-6.525,-6.391,-5.975,-8.725,-7.993,-2.493,-29.584,-18.797,1.281,-3.259,2022
622,CMR,Cameroon,BCA_NGDPD,Current account balance,"Current account is all transactions other than those in financial and capital items. The major classifications are goods and services, income and current transfers. The focus of the BOP is on transactions (between an economy and the rest of the world) in goods, services, and income.",Percent of GDP,Units,"See notes for:  Gross domestic product, current prices (National currency) Current account balance (U.S. dollars).",-5.033,-4.804,-4.012,-4.25,-1.649,-5.249,-3.24,-5.527,-2.6,-1.982,-3.765,-2.056,-2.445,-3.281,-0.528,0.892,-2.553,-5.129,-1.33,-4.411,-2.132,-3.175,-3.552,-3.75,-2.213,-2.537,0.925,1.195,-1.629,-4.025,-3.113,-2.446,-3.168,-3.345,-3.852,-3.643,-3.069,-2.632,-3.524,-4.273,-3.701,-3.985,-3.387,-3.872,-2.831,2022
156,CAN,Canada,BCA_NGDPD,Current account balance,"Current account is all transactions other than those in financial and capital items. The major classifications are goods and services, income and current transfers. The focus of the BOP is on transactions (between an economy and the rest of the world) in goods, services, and income.",Percent of GDP,Units,"See notes for:  Gross domestic product, current prices (National currency) Current account balance (U.S. dollars).",-2.205,-4.18,0.485,-0.838,-0.457,-1.659,-3.06,-3.223,-3.06,-3.956,-3.432,-3.729,-3.607,-3.837,-2.376,-0.823,0.415,-1.337,-1.338,0.179,2.55,2.213,1.735,1.231,2.345,1.927,1.445,0.823,0.147,-2.909,-3.562,-2.712,-3.534,-3.141,-2.32,-3.495,-3.088,-2.803,-2.377,-1.953,-2.017,0.015,-0.367,-0.725,-0.956,2023
626,CAF,Central African Republic,BCA_NGDPD,Current account balance,"Current account is all transactions other than those in financial and capital items. The major classifications are goods and services, income and current transfers. The focus of the BOP is on transactions (between an economy and the rest of the world) in goods, services, and income.",Percent of GDP,Units,"See notes for:  Gross domestic product, current prices (National currency) Current account balance (U.S. dollars).",-6.028,-0.562,-5.929,-4.248,-4.989,-5.507,-7.472,-5.759,-2.522,-2.468,-5.67,-4.122,-4.786,-0.488,-2.757,-8.306,-3.336,-2.522,-6.089,-1.72,-1.457,-1.856,-1.66,-2.129,-1.706,-6.235,-2.872,-6.025,-9.71,-8.705,-9.418,-6.819,-5.585,-2.935,-13.324,-9.105,-5.391,-7.835,-7.976,-4.923,-8.165,-11.167,-12.946,-8.772,-8.621,2021
628,TCD,Chad,BCA_NGDPD,Current account balance,"Current account is all transactions other than those in financial and capital items. The major classifications are goods and services, income and current transfers. The focus of the BOP is on transactions (between an economy and the rest of the world) in goods, services, and income.",Percent of GDP,Units,"See notes for:  Gross domestic product, current prices (National currency) Current account balance (U.S. dollars).",1.223,1.97,1.611,3.3,0.732,-6.512,-3.599,-1.365,1.167,-2.484,-1.833,-2.66,-3.335,-5.194,-2.075,-7.642,-7.928,-8.168,-5.716,-7.151,-9.977,-21.84,-61.724,-32.142,-11.116,-5.543,-3.14,5.584,2.885,-3.851,-2.875,-0.196,-2.126,-3.966,-2.392,-4.841,-4.597,-5.982,-4.213,-3.309,-2.783,-1.778,5.471,-0.93,-1.743,2022
228,CHL,Chile,BCA_NGDPD,Current account balance,"Current account is all transactions other than those in financial and capital items. The major classifications are goods and services, income and current transfers. The focus of the BOP is on transactions (between an economy and the rest of the world) in goods, services, and income.",Percent of GDP,Units,"See notes for:  Gross domestic product, current prices (National currency) Current account balance (U.S. dollars).",-6.789,-13.769,-8.989,-5.365,-10.427,-8.139,-6.384,-3.339,-0.892,-2.311,-1.457,-0.258,-2.057,-5.122,-2.756,-1.815,-3.798,-4.146,-4.659,0.256,-1.011,-1.396,-0.683,0.215,3.26,1.913,5.497,5.055,-4.192,1.44,0.896,-4.92,-5.326,-4.779,-3.463,-2.734,-2.621,-2.756,-4.49,-5.217,-1.949,-7.275,-8.659,-3.546,-2.27,2023
924,CHN,China,BCA_NGDPD,Current account balance,"Current account is all transactions other than those in financial and capital items. The major classifications are goods and services, income and current transfers. The focus of the BOP is on transactions (between an economy and the rest of the world) in goods, services, and income.",Percent of GDP,Units,"See notes for:  Gross domestic product, current prices (National currency) Current account balance (U.S. dollars).",,,,,,,,,,,,,,,,,,3.858,3.073,1.94,1.695,1.305,2.417,2.598,3.536,5.781,8.418,9.933,9.188,4.78,3.941,1.817,2.522,1.54,2.243,2.637,1.704,1.538,0.174,0.718,1.674,1.987,2.484,1.425,1.443,2023
233,COL,Colombia,BCA_NGDPD,Current account balance,"Current account is all transactions other than those in financial and capital items. The major classifications are goods and services, income and current transfers. The focus of the BOP is on transactions (between an economy and the rest of the world) in goods, services, and income.",Percent of GDP,Units,"See notes for:  Gross domestic product, current prices (National currency) Current account balance (U.S. dollars).",-0.032,-3.399,-5.318,-5.241,-3.921,-3.285,1.1,-0.041,-0.394,-0.366,0.97,4.05,1.277,-2.857,-3.759,-4.16,-3.997,-4.511,-4.126,0.65,0.852,-1.066,-1.324,-0.969,-0.666,-1.338,-1.849,-2.982,-2.679,-1.907,-2.996,-2.906,-3.14,-3.236,-5.198,-6.372,-4.452,-3.182,-4.202,-4.584,-3.428,-5.635,-6.141,-2.518,-2.54,2023
