WEO_Country_Group_Code,Year,BCA_NGDPD,GGR_NGDP,GGSB_NPGDP,GGXWDG_NGDP,GGX_NGDP,LUR,NGDP_RPCH,NGSD_NGDP,NID_NGDP,PCPIPCH,PPPPC,PPPSH,TM_RPCH,TX_RPCH
603,2020,-2.641,15.477,,56.255,21.924,,-1.559,20.267,22.816,11.2,4230.127,3.206,-8.716,-10.432
603,2021,-0.934,16.835,,55.618,21.704,,4.798,22.029,22.814,11.554,4558.02,3.171,1.214,3.0
603,2022,-2.158,17.474,,56.45,21.862,,4.115,19.984,21.761,15.184,4953.468,3.191,7.446,5.199
603,2023,-2.653,17.306,,59.853,21.389,,3.567,19.461,21.988,17.576,5178.623,3.199,0.359,2.516
603,2024,-3.202,18.881,,59.727,22.867,,3.57,18.969,21.776,18.079,5350.927,3.211,5.529,3.458
903,1980,-3.452,,,,,,-0.842,24.23,,28.945,4541.08,,,
903,1981,-2.914,,,,,,-0.563,22.744,,16.991,4862.634,,,
903,1982,-0.809,,,,,,1.386,23.909,,36.371,5163.348,,,
903,1983,-0.911,,,,,,4.578,21.976,,16.965,5534.621,,,
903,1984,-0.095,,,,,,4.115,21.16,26.268,32.107,5896.595,,,
903,1985,-0.447,,,,,,2.422,23.009,27.166,17.876,6159.985,,,
903,1986,-1.199,,,,,,4.344,23.257,27.781,16.12,6486.731,,,
903,1987,-0.17,,,,,,5.016,23.67,27.7,20.119,6904.047,,,
903,1988,1.251,,,,,,1.635,24.594,28.155,39.676,7203.096,,10.192,
903,1989,0.171,,,,,,0.109,23.154,26.301,68.794,7426.035,,3.947,
903,1990,-0.756,,,,,,-0.399,23.387,25.782,131.512,7557.31,,14.067,
903,1991,-1.114,,,,,,-5.665,20.467,22.461,89.174,7291.569,,-7.882,-2.493
903,1992,-1.76,,,,,,-8.774,22.499,17.357,653.202,8883.018,9.624,8.367,7.132
903,1993,-2.776,,,,,,-4.587,22.118,14.967,528.179,8610.625,8.961,12.565,4.07
903,1994,0.623,,,,,,-8.744,18.43,18.56,226.783,7953.833,7.885,-2.938,6.603
903,1995,0.06,,,,,,-0.489,20.442,21.331,135.576,8043.36,7.539,11.912,10.859
903,1996,-0.18,,,,,,0.433,20.288,20.722,51.336,8128.599,7.285,10.273,5.191
903,1997,-1.503,,,,,,2.535,18.608,20.586,40.252,8458.506,7.271,22.973,10.282
903,1998,-1.599,,,,,,-0.798,18.411,19.809,35.608,8461.691,7.013,10.341,9.018
903,1999,0.5,,,,,,2.599,20.47,19.616,56.122,8749.156,6.939,-11.172,-6.967
903,2000,2.21,34.491,,50.979,37.291,,7.453,24.059,21.345,28.723,9604.57,7.116,16.757,14.708
903,2001,2.68,35.432,,50.528,38.581,,2.816,23.438,20.336,24.791,10093.376,7.129,0.421,5.145
903,2002,1.503,34.885,,47.917,39.177,,4.791,22.251,19.917,17.43,10768.308,7.271,12.228,8.101
903,2003,0.625,34.757,,43.897,37.958,,6.211,22.007,20.775,12.776,11679.214,7.45,13.046,11.344
903,2004,0.783,34.524,,37.21,35.415,,7.935,22.98,22.04,9.194,12950.962,7.646,15.267,12.47
903,2005,1.504,36.347,,32.06,34.717,,6.167,23.798,22.035,9.79,14190.587,7.758,9.701,7.1
903,2006,0.378,37.017,,26.754,34.829,,7.412,24.11,23.507,8.079,15718.661,7.924,17.267,9.415
903,2007,-1.876,36.966,,23.345,35.605,,7.221,23.745,25.452,8.067,17303.083,8.075,21.423,8.755
903,2008,-1.49,36.728,,23.497,36.366,,4.316,24.853,26.142,12.306,18388.38,8.192,10.788,4.839
903,2009,-0.274,34.413,,28.856,40.247,,-5.837,20.328,20.4,8.893,17356.653,7.749,-22.222,-7.054
903,2010,-0.838,34.267,,28.523,38.317,,4.419,22.073,22.733,6.593,18298.632,7.693,17.542,8.939
903,2011,-0.916,35.3,,27.246,35.931,,5.597,24.734,25.46,7.896,19673.001,7.824,13.281,5.286
903,2012,-0.544,35.326,,26.02,36.394,,3.114,24.243,24.765,6.185,20607.304,7.816,2.478,2.985
903,2013,-1.169,34.809,,26.99,36.652,,2.918,22.891,24.17,5.516,21487.711,7.782,2.797,3.811
903,2014,-0.143,34.744,,29.227,36.427,,1.916,23.449,23.727,6.587,22202.567,7.662,-1.012,2.519
903,2015,1.113,34.172,,30.991,36.433,,0.934,24.711,23.715,10.85,22510.049,7.471,-7.568,3.651
903,2016,-0.179,34.221,,31.794,36.805,,1.723,23.598,23.878,5.633,23046.0,7.365,3.476,3.892
903,2017,-0.553,34.164,,29.857,35.783,,4.181,23.979,24.63,5.616,24371.311,7.39,12.024,7.851
903,2018,1.785,35.664,,29.515,35.406,,3.596,25.672,23.771,6.294,26106.135,7.458,3.471,6.041
903,2019,1.38,35.668,,29.023,36.361,,2.488,24.292,22.962,6.477,28165.433,7.607,3.066,2.29
903,2020,0.078,35.295,,37.677,40.599,,-1.77,24.002,23.886,5.135,28783.01,7.784,-4.339,-5.606
903,2021,1.639,35.226,,34.938,36.847,,7.097,26.158,24.493,9.003,33612.013,8.108,12.187,11.731
903,2022,2.711,34.385,,32.606,36.93,,0.627,28.187,25.436,25.198,36744.987,7.838,1.484,0.879
903,2023,-0.479,35.095,,34.575,39.493,,3.331,24.466,24.785,17.08,39451.096,7.843,6.009,-3.484
903,2024,-0.285,35.761,,35.137,40.13,,3.18,23.087,23.389,16.872,41776.18,7.846,2.614,2.922
998,1980,-2.222,,,,,,1.796,23.104,27.517,11.999,9758.207,27.695,,
998,1981,-1.93,,,,,,-0.197,21.143,24.938,12.138,10603.102,27.069,,
998,1982,-1.201,,,,,,0.621,20.931,24.361,14.561,11287.865,27.091,,
998,1983,-0.186,,,,,,1.746,21.036,23.68,9.24,11898.476,26.876,,
998,1984,0.346,,,,,,2.555,21.533,23.878,9.934,12617.953,26.376,,
998,1985,0.37,,,,,,2.237,21.602,23.727,6.162,13279.927,26.029,,
998,1986,1.28,,,,,,2.688,22.476,23.411,4.147,13876.944,25.883,,
998,1987,0.847,,,,,,2.612,21.988,23.534,4.033,14556.64,25.56,,
998,1988,0.912,,,,,,3.846,23.104,24.457,5.901,15600.594,25.421,,
998,1989,0.562,,,,,,3.639,23.536,25.11,15.388,16730.65,25.42,,
998,1990,-0.049,,,,,,2.751,23.117,25.31,30.02,17698.695,25.125,,
998,1991,-1.322,45.548,,,50.321,,1.553,22.434,24.231,14.763,18457.969,24.914,,
998,1992,-1.093,46.37,,,51.568,,1.04,21.588,23.159,11.409,18760.687,22.834,,
998,1993,0.04,46.896,,,52.816,,-0.584,20.992,21.297,11.767,18844.419,22.433,,
998,1994,0.081,46.67,,,51.793,,2.719,21.577,21.721,8.371,19738.249,22.398,,
998,1995,0.442,46.173,,70.198,53.389,,2.907,22.501,22.266,5.51,20476.204,22.723,,
998,1996,0.706,46.644,,72.447,50.934,,2.083,22.256,21.703,5.409,21256.465,22.347,,
998,1997,1.135,46.532,,71.854,49.572,,2.666,22.945,21.855,12.595,22161.807,22.035,,
998,1998,0.604,46.192,,70.351,48.608,,2.953,23.159,22.618,3.395,23049.085,22.099,,
998,1999,0.368,46.671,,69.238,48.176,,2.928,23.128,22.803,2.527,24019.748,21.973,,
998,2000,-0.68,46.084,,66.304,47.295,,3.962,22.706,23.424,3.616,25500.997,21.733,,
998,2001,-0.081,45.338,,65.303,47.287,,2.244,22.741,22.869,3.397,26617.854,21.691,,
998,2002,0.485,44.873,,65.282,47.66,,1.255,22.38,21.835,2.775,27308.912,21.377,,
998,2003,0.329,44.863,,66.519,48.007,,1.152,22.13,21.748,2.385,28071.079,20.859,,
998,2004,0.966,44.555,,66.587,47.296,,2.751,22.924,22.0,2.527,29506.553,20.381,,
998,2005,0.397,44.762,,66.791,47.153,,2.165,22.608,22.233,2.372,30963.053,19.903,,
998,2006,0.322,45.048,,64.525,46.474,,3.77,23.617,23.298,2.35,33007.17,19.636,,
998,2007,-0.053,45.137,,61.918,45.71,,3.342,24.136,24.19,2.394,34902.426,19.287,,
998,2008,-0.773,44.795,,65.14,46.859,,0.868,22.985,23.761,3.734,35766.348,18.921,,
998,2009,0.438,44.718,,75.121,50.729,,-4.182,20.826,20.381,0.787,34376.025,18.243,,
998,2010,0.574,44.584,,80.048,50.585,,2.035,21.509,20.936,1.79,35440.349,17.704,,
998,2011,0.788,45.122,,82.058,49.175,,1.988,22.318,21.517,2.847,36803.305,17.391,,
998,2012,1.775,46.138,,86.094,49.784,,-0.68,21.855,20.082,2.615,37162.199,16.734,,
998,2013,2.68,46.743,,88.275,49.676,,-0.017,22.334,19.665,1.4,37734.814,16.198,,
998,2014,2.87,46.682,,88.488,49.137,,1.722,22.952,20.085,0.401,38994.832,15.927,,
998,2015,3.146,46.296,,86.414,48.171,,2.542,23.661,20.517,0.106,40229.068,15.793,,
998,2016,3.364,46.065,,85.618,47.422,,1.975,24.022,20.665,0.149,41323.271,15.611,,
998,2017,3.199,46.0,,83.098,46.875,,3.021,24.396,21.2,1.59,43257.86,15.495,,
998,2018,3.017,46.19,,81.082,46.593,,2.237,24.827,21.812,1.865,45254.323,15.266,,
998,2019,2.942,46.055,,78.881,46.541,,2.012,25.418,22.478,1.442,48782.405,15.561,,
998,2020,2.49,46.144,,91.172,52.839,,-5.561,24.605,22.117,0.681,47665.022,15.26,,
998,2021,3.342,46.471,,88.244,51.087,,6.422,26.402,23.058,2.888,52766.089,15.073,,
998,2022,1.004,45.943,,83.917,49.143,,3.651,25.429,24.422,9.326,58482.155,15.097,,
998,2023,2.755,45.403,,82.139,48.874,,0.563,25.379,22.623,6.278,60687.995,14.702,,
998,2024,3.341,45.657,,82.743,48.801,,1.121,24.73,21.389,2.56,62659.606,14.414,,
