WEO_Country_Code,Country,Advanced_Country,Year,PCPIPCH,GGSB_NPGDP,GGXWDG_NGDP,PPPPC,TX_RPCH,TM_RPCH,NID_NGDP
193,Australia,1,2013,2.45,-3.296,30.462,44939.863,5.83,-2.304,27.079
193,Australia,1,2014,2.513,-3.29,34.027,46227.137,6.973,-1.474,26.436
193,Australia,1,2015,1.485,-3.106,37.709,47068.446,6.189,2.062,25.883
193,Australia,1,2016,1.277,-2.736,40.588,48006.646,6.818,0.238,24.675
193,Australia,1,2017,1.995,-1.96,41.149,49291.76,3.372,7.75,24.277
193,Australia,1,2018,1.933,-1.474,41.696,51307.076,5.135,4.634,24.172
193,Australia,1,2019,1.566,-4.565,46.659,53598.066,3.098,-1.045,22.55
193,Australia,1,2020,0.912,-8.239,56.999,53890.665,-9.646,-11.839,22.3
193,Australia,1,2021,2.798,-6.248,55.45,60422.561,-2.443,4.815,23.313
193,Australia,1,2022,6.615,-2.808,50.263,65873.491,2.573,13.472,23.722
193,Australia,1,2023,5.616,-1.745,49.009,67900.529,6.719,6.446,23.981
193,Australia,1,2024,3.315,-2.468,49.333,69475.413,2.075,5.125,24.149
122,Austria,1,2000,1.956,-3.828,65.738,33793.936,13.525,10.186,25.927
122,Austria,1,2001,2.302,-1.589,66.729,34859.031,5.771,5.192,25.161
122,Austria,1,2002,1.681,-1.519,66.728,35808.067,4.286,0.291,23.643
122,Austria,1,2003,1.302,-0.791,65.853,36694.771,0.531,3.507,24.409
122,Austria,1,2004,1.964,-1.856,65.189,38469.466,8.661,7.975,24.061
122,Austria,1,2005,2.102,-2.199,68.642,40290.758,6.665,5.455,23.825
122,Austria,1,2006,1.686,-3.016,67.309,42746.121,7.576,5.855,23.61
122,Austria,1,2007,2.2,-2.591,65.031,45391.159,7.572,5.635,24.584
122,Austria,1,2008,3.23,-2.628,68.698,46792.628,2.171,0.954,24.467
122,Austria,1,2009,0.406,-3.717,79.854,45200.459,-14.368,-11.899,22.775
122,Austria,1,2010,1.691,-3.854,82.697,46481.15,13.131,11.97,22.608
122,Austria,1,2011,3.542,-2.886,82.445,48666.894,5.935,5.954,24.141
122,Austria,1,2012,2.569,-2.128,81.92,49686.59,1.438,0.924,23.977
122,Austria,1,2013,2.118,-1.99,81.266,50241.569,0.641,0.694,23.723
122,Austria,1,2014,1.465,-0.774,84.048,51052.937,2.888,2.957,23.532
122,Austria,1,2015,0.81,0.044,84.894,51533.26,3.049,3.63,23.806
122,Austria,1,2016,0.972,-1.187,82.84,52388.368,2.988,3.726,24.256
122,Austria,1,2017,2.228,-0.868,78.501,54068.015,4.898,5.289,24.838
122,Austria,1,2018,2.122,-0.306,74.083,56655.538,5.198,5.348,25.726
122,Austria,1,2019,1.495,0.227,70.639,60719.04,4.06,2.248,25.349
122,Austria,1,2020,1.391,-6.924,82.948,58715.289,-10.57,-10.02,25.627
122,Austria,1,2021,2.756,-4.598,82.49,63590.151,9.127,14.328,27.66
122,Austria,1,2022,8.614,-4.101,78.406,71029.961,11.187,7.879,27.545
122,Austria,1,2023,7.71,-2.523,77.545,71988.371,-0.246,-2.324,25.076
122,Austria,1,2024,3.043,-2.509,78.734,73050.854,-1.037,-0.648,23.884
316,Barbados,0,2000,2.436,5.236,56.631,12716.139,6.832,-7.274,18.602
316,Barbados,0,2001,2.801,4.085,62.339,12655.345,-2.449,0.72,16.107
316,Barbados,0,2002,0.183,-5.143,65.523,12915.851,-2.378,-0.606,18.099
316,Barbados,0,2003,1.558,-2.962,65.279,13418.257,9.727,1.991,18.871
316,Barbados,0,2004,1.43,-2.949,64.508,13930.276,2.513,9.218,19.522
316,Barbados,0,2005,6.057,-3.232,66.272,14886.715,19.816,3.181,19.159
316,Barbados,0,2006,7.321,-3.903,67.738,16154.968,3.776,-2.939,19.078
316,Barbados,0,2007,4.031,-5.361,68.63,16897.973,6.954,-3.631,16.819
316,Barbados,0,2008,8.108,-5.016,73.788,17271.39,-4.835,-6.775,16.209
316,Barbados,0,2009,3.645,-7.27,88.198,16470.091,-13.276,-8.984,14.951
316,Barbados,0,2010,5.824,-8.219,95.278,16233.358,4.003,-2.797,14.002
316,Barbados,0,2011,9.432,-3.949,99.025,16398.924,-7.68,-10.949,14.984
316,Barbados,0,2012,4.533,-7.376,108.807,16573.89,-6.48,-4.199,14.255
316,Barbados,0,2013,1.818,-9.27,118.402,16620.121,2.806,0.627,14.478
316,Barbados,0,2014,1.766,-6.613,122.44,16883.556,-2.94,1.379,14.471
316,Barbados,0,2015,-1.113,-7.857,131.623,16846.607,8.556,16.117,15.089
316,Barbados,0,2016,1.511,-4.591,135.269,17264.116,11.428,6.133,14.854
316,Barbados,0,2017,4.424,-3.663,142.847,17551.344,0.184,-6.344,14.104
316,Barbados,0,2018,3.015,-0.253,114.212,18179.889,-1.723,-7.292,12.913
316,Barbados,0,2019,1.69,3.069,107.646,18370.784,9.174,4.973,13.332
316,Barbados,0,2020,0.647,-3.308,138.17,15483.649,-36.598,-10.424,16.432
316,Barbados,0,2021,1.426,-3.641,121.594,15331.637,-4.608,-8.531,16.769
316,Barbados,0,2022,4.474,-1.749,113.163,19304.709,21.736,7.439,16.75
316,Barbados,0,2023,3.187,-1.583,110.801,20765.473,13.629,8.829,15.991
316,Barbados,0,2024,2.627,-1.536,103.212,22034.88,12.423,10.278,15.901
913,Belarus,0,2000,168.601,-1.7105348514368774,2.759439999519472,5878.116,17.1,28.073,26.891
913,Belarus,0,2001,61.133,-5.655309590891863,16.082559512060733,6332.947,7.161,2.315,25.035
913,Belarus,0,2002,42.568,-6.0469134978762025,9.741366371978188,6799.183,8.25,13.854,22.642
913,Belarus,0,2003,28.398,-5.193492245967006,19.77731762453124,7473.184,10.356,13.444,24.667
913,Belarus,0,2004,18.094,-6.288577180486948,9.223,8610.526,14.672,21.568,28.336
913,Belarus,0,2005,10.336,-6.134542258968105,8.115,9786.517,-1.556,0.59,28.134
913,Belarus,0,2006,6.992,-4.585738322431689,12.274,11165.374,8.147,22.039,31.819
913,Belarus,0,2007,8.429,-5.765073928010862,15.813,12515.594,5.677,7.612,33.705
913,Belarus,0,2008,14.828,-3.667427381927018,20.295,14110.953,1.334,14.47,37.223
913,Belarus,0,2009,12.95,-4.046470161980457,32.547,14256.837,-12.654,-13.132,36.864
913,Belarus,0,2010,7.743,-4.166,36.805,15590.428,6.407,9.366,40.656
913,Belarus,0,2011,53.228,-3.618,58.223,16793.214,31.7,15.054,37.218
913,Belarus,0,2012,59.218,-0.166,36.946,17411.763,11.108,9.434,35.094
913,Belarus,0,2013,18.303,-1.453,36.859,17885.245,-17.036,-6.096,38.798
913,Belarus,0,2014,18.107,-0.829,38.791,18493.195,2.589,2.086,34.841
913,Belarus,0,2015,13.523,-2.291,53.007,17926.204,1.318,-12.048,29.035
913,Belarus,0,2016,11.829,-0.025,53.482,17622.234,1.744,-2.511,26.478
913,Belarus,0,2017,6.032,0.389,53.16,18413.748,8.953,12.011,28.03
913,Belarus,0,2018,4.867,1.512,47.515,20025.982,5.917,5.284,28.079
913,Belarus,0,2019,5.6,0.316,40.999,22301.593,0.151,5.279,29.15
913,Belarus,0,2020,5.536,-3.05,47.493,24872.307,0.815,-8.953,27.455
913,Belarus,0,2021,9.453,-1.09,41.182,27029.591,9.641,6.642,24.905
913,Belarus,0,2022,15.239,-1.391,41.297,27819.179,-5.812,-11.694,21.865
913,Belarus,0,2023,5.017,0.473,40.72,30115.084,12.164,10.709,24.091
913,Belarus,0,2024,6.041,0.362,41.396,32098.475,3.182,2.322,24.783
124,Belgium,1,2000,2.682,-0.792,109.589,31325.266,11.807,12.157,23.783
124,Belgium,1,2001,2.438,0.05,108.217,32306.093,2.134,1.409,22.634
124,Belgium,1,2002,1.552,0.02,105.437,33218.249,7.974,7.384,20.748
124,Belgium,1,2003,1.517,-1.062,101.659,34073.234,-0.332,0.56,20.964
124,Belgium,1,2004,1.857,-1.006,97.17,36097.485,6.993,6.945,22.667
124,Belgium,1,2005,2.539,-0.611,95.142,37913.689,4.276,4.988,23.681
124,Belgium,1,2006,2.331,-0.716,91.494,39830.274,4.437,5.22,23.97
124,Belgium,1,2007,1.819,-0.828,87.325,42120.525,4.669,5.66,24.603
124,Belgium,1,2008,4.49,-1.624,93.16,42791.131,-2.196,-1.959,25.937
124,Belgium,1,2009,-0.004,-4.057,100.217,41846.679,-10.799,-12.445,22.173
124,Belgium,1,2010,2.329,-3.99,100.273,43219.579,8.248,8.012,23.127
124,Belgium,1,2011,3.344,-4.234,103.495,44203.312,4.289,3.923,24.507
124,Belgium,1,2012,2.621,-3.822,104.811,45050.958,-1.449,-1.004,23.69
124,Belgium,1,2013,1.252,-3.252,105.486,45771.595,2.465,0.702,22.428
124,Belgium,1,2014,0.495,-3.022,107.041,47122.552,1.796,2.203,23.136
124,Belgium,1,2015,0.623,-2.493,105.23,48286.997,1.283,1.036,23.628
124,Belgium,1,2016,1.774,-2.296,105.007,49041.109,3.2,5.117,24.252
124,Belgium,1,2017,2.222,-1.249,102.022,50546.354,1.195,-0.262,24.456
124,Belgium,1,2018,2.309,-1.755,99.856,52661.794,0.152,0.032,25.416
124,Belgium,1,2019,1.249,-2.938,97.618,56786.89,-1.386,-3.075,25.009
124,Belgium,1,2020,0.421,-6.397,111.874,55809.1,-7.773,-7.822,24.135
124,Belgium,1,2021,3.21,-5.216,107.935,62292.264,13.773,14.622,25.712
124,Belgium,1,2022,10.325,-4.092,104.282,68373.48,0.947,2.382,27.061
124,Belgium,1,2023,2.293,-4.555,105.171,71035.464,-3.31,-2.619,25.328
124,Belgium,1,2024,4.319,-4.621,104.99,73221.637,-2.186,-2.853,24.567
963,Bosnia and Herzegovina,0,2000,4.973,-7.926,34.686,5371.167,13.274,-7.721,27.461
963,Bosnia and Herzegovina,0,2001,3.212,-6.46,35.231,5615.85,6.555,10.089,25.963
963,Bosnia and Herzegovina,0,2002,0.313,-1.368,31.199,5984.943,-1.823,4.736,28.082
963,Bosnia and Herzegovina,0,2003,0.547,0.573,27.636,6336.896,18.044,8.933,28.421
963,Bosnia and Herzegovina,0,2004,0.282,0.443,25.487,6908.947,11.565,1.983,26.618
963,Bosnia and Herzegovina,0,2005,3.582,1.586,25.515,7421.495,5.517,0.321,26.329
963,Bosnia and Herzegovina,0,2006,6.125,2.265,21.246,8081.47,26.142,2.353,20.516
963,Bosnia and Herzegovina,0,2007,1.501,-0.843,18.709,8810.743,-11.73,0.698,24.742
963,Bosnia and Herzegovina,0,2008,7.427,-6.298,30.971,9503.018,1.179,10.04,26.395
963,Bosnia and Herzegovina,0,2009,-0.381,-6.092,36.395,9529.309,-2.964,-14.429,18.893
963,Bosnia and Herzegovina,0,2010,2.124,-4.182,42.236,9803.095,13.68,2.032,15.917
963,Bosnia and Herzegovina,0,2011,3.989,-2.427,40.975,10217.605,4.842,3.185,18.311
963,Bosnia and Herzegovina,0,2012,2.053,-1.264,43.607,10491.935,-0.15,0.396,18.282
963,Bosnia and Herzegovina,0,2013,-0.093,0.226,43.813,11150.258,7.945,0.117,17.226
963,Bosnia and Herzegovina,0,2014,-0.897,-0.919,47.234,11490.973,4.161,7.583,18.443
963,Bosnia and Herzegovina,0,2015,-1.023,0.628,46.376,12125.425,9.751,1.671,20.676
963,Bosnia and Herzegovina,0,2016,-1.584,0.702,44.874,12662.712,9.448,7.257,21.73
963,Bosnia and Herzegovina,0,2017,0.81,1.767,38.616,13334.22,12.447,8.156,23.618
963,Bosnia and Herzegovina,0,2018,1.417,1.029,34.894,14395.325,6.559,3.374,23.708
963,Bosnia and Herzegovina,0,2019,0.559,0.645,33.168,15744.164,0.562,1.355,24.332
963,Bosnia and Herzegovina,0,2020,-1.052,-2.626,37.098,15488.97,-14.486,-13.126,22.567
963,Bosnia and Herzegovina,0,2021,1.998,0.475,35.618,17287.092,23.846,19.966,25.505
963,Bosnia and Herzegovina,0,2022,14.012,0.222,31.013,19346.667,12.855,6.613,27.484
963,Bosnia and Herzegovina,0,2023,6.098,-1.91,32.215,20431.303,-2.307,-2.509,25.318
963,Bosnia and Herzegovina,0,2024,2.186,-2.483,34.498,21498.089,-2.298,3.084,25.765
223,Brazil,0,2000,7.044,-3.212191417736177,62.198,8333.612,12.92,14.735,18.903
223,Brazil,0,2001,6.84,-2.721,67.331,8527.042,8.702,3.027,18.742
223,Brazil,0,2002,8.45,-3.28,76.095,8813.197,8.471,-11.773,17.449
223,Brazil,0,2003,14.714,-3.697,71.514,8982.016,14.237,-2.674,16.857
223,Brazil,0,2004,6.598,-2.119,68.025,9643.571,16.029,13.783,17.913
223,Brazil,0,2005,6.87,-2.293,66.969,10151.103,10.304,9.31,17.205
223,Brazil,0,2006,4.184,-3.872,64.599,10761.746,3.758,14.823,17.816
223,Brazil,0,2007,3.641,-2.556,63.025,11605.183,6.156,23.092,19.819
223,Brazil,0,2008,5.678,-2.866,61.42,12309.433,-1.738,14.845,21.619
223,Brazil,0,2009,4.888,-3.74,64.702,12252.012,-8.625,-11.875,18.796
223,Brazil,0,2010,5.039,-4.875,62.433,13226.64,7.173,37.167,21.801
223,Brazil,0,2011,6.636,-4.184,60.634,13935.215,2.361,7.313,21.826
223,Brazil,0,2012,5.404,-3.702,61.614,14356.717,1.011,0.513,21.417
223,Brazil,0,2013,6.204,-5.236,59.595,14922.341,2.877,7.518,21.694
223,Brazil,0,2014,6.329,-7.749,61.617,15138.365,-0.362,0.058,20.548
223,Brazil,0,2015,9.03,-8.763,71.73,14621.149,8.887,-12.793,17.412
223,Brazil,0,2016,8.74,-6.479,77.422,14173.734,4.214,-8.721,14.97
223,Brazil,0,2017,3.446,-6.777,82.745,14523.0,4.785,7.757,14.626
223,Brazil,0,2018,3.665,-6.371,84.777,15432.162,3.416,6.976,15.095
223,Brazil,0,2019,3.733,-4.639,87.118,16035.469,-1.676,3.738,15.517
223,Brazil,0,2020,3.212,-9.943,96.007,16062.817,-1.338,-8.468,16.116
223,Brazil,0,2021,8.302,-3.418,88.934,18028.1,2.275,16.744,19.522
223,Brazil,0,2022,9.28,-5.586,83.939,19824.369,6.113,0.354,18.088
223,Brazil,0,2023,4.594,-7.367,84.675,21052.021,9.451,0.212,16.086
223,Brazil,0,2024,4.272,-8.2,87.575,22122.71,2.859,3.28,15.89
918,Bulgaria,0,2000,10.318,-0.117,73.341,7658.695,-17.161,10.644,19.046
918,Bulgaria,0,2001,7.358,-0.237,67.06,8396.821,1.215,12.562,21.351
918,Bulgaria,0,2002,5.813,-0.654,53.404,9080.155,8.858,6.291,20.529
918,Bulgaria,0,2003,2.348,0.265,45.428,9799.964,6.462,15.151,22.074
918,Bulgaria,0,2004,6.149,1.888,37.764,10774.201,24.508,26.243,23.433
918,Bulgaria,0,2005,6.038,2.322,28.472,11961.358,9.086,14.348,27.74
918,Bulgaria,0,2006,7.416,3.091,22.608,13236.676,7.663,15.915,32.056
918,Bulgaria,0,2007,7.572,2.161,17.588,14574.087,19.623,22.616,33.606
918,Bulgaria,0,2008,11.951,0.953,14.702,15835.204,2.478,4.864,36.925
918,Bulgaria,0,2009,2.469,-0.489,14.54,15486.795,-11.716,-21.508,28.538
918,Bulgaria,0,2010,3.039,-3.482,14.064,16043.632,11.039,-0.302,22.518
918,Bulgaria,0,2011,3.386,-1.96,14.335,17122.202,12.554,9.616,21.358
918,Bulgaria,0,2012,2.391,-0.553,16.545,17674.539,2.038,5.379,21.887
918,Bulgaria,0,2013,0.385,-1.326,17.165,17973.718,9.632,4.336,21.006
918,Bulgaria,0,2014,-1.601,-3.028,26.266,18571.836,3.121,5.145,21.508
918,Bulgaria,0,2015,-1.067,-2.688,25.359,19512.2,6.441,4.734,21.0
918,Bulgaria,0,2016,-1.323,1.389,27.007,20442.16,8.612,5.11,18.962
918,Bulgaria,0,2017,1.188,0.599,22.919,21536.798,5.747,7.403,19.817
918,Bulgaria,0,2018,2.631,-0.183,20.075,23088.009,1.741,5.761,21.224
918,Bulgaria,0,2019,2.457,-0.079,18.315,25616.355,3.97,5.224,21.007
918,Bulgaria,0,2020,1.219,-1.33,22.827,25800.987,-10.285,-4.933,20.346
918,Bulgaria,0,2021,2.842,-3.506,22.462,29573.251,7.928,9.128,21.079
918,Bulgaria,0,2022,13.019,-1.407,21.528,34923.426,8.014,13.301,23.376
918,Bulgaria,0,2023,8.599,-3.265,22.049,36860.958,0.919,-5.124,18.85
918,Bulgaria,0,2024,2.84,-2.93,23.748,39185.322,2.973,3.458,16.619
156,Canada,1,2000,2.719,1.359,80.437,30077.518,8.965,8.542,20.614
156,Canada,1,2001,2.525,0.123,81.462,31003.774,-2.694,-4.906,19.671
156,Canada,1,2002,2.258,-0.465,79.604,32081.282,1.2,1.913,19.739
156,Canada,1,2003,2.759,0.169,75.912,32995.763,-1.692,4.218,20.467
156,Canada,1,2004,1.857,0.784,71.889,34604.971,5.559,8.521,21.383
156,Canada,1,2005,2.214,1.101,70.64,36488.719,2.281,7.34,22.632
156,Canada,1,2006,2.002,1.04,69.92,38218.881,0.887,5.316,23.595
156,Canada,1,2007,2.138,0.841,67.181,39669.53,1.084,5.784,23.908
156,Canada,1,2008,2.37,-0.522,70.355,40404.68,-4.554,0.913,24.072
156,Canada,1,2009,0.299,-2.044,81.804,39019.001,-12.95,-12.412,21.959
156,Canada,1,2010,1.777,-3.701,83.976,40261.543,6.676,13.784,23.482
156,Canada,1,2011,2.912,-3.07,84.286,41962.427,4.797,5.592,24.151
156,Canada,1,2012,1.516,-2.289,87.151,43035.423,2.764,3.678,24.868
156,Canada,1,2013,0.938,-1.499,87.605,44315.275,2.453,2.081,24.908
156,Canada,1,2014,1.907,-0.561,85.541,45914.79,6.319,2.517,24.871
156,Canada,1,2015,1.125,0.012,92.029,46266.588,3.399,0.76,23.822
156,Canada,1,2016,1.429,0.048,92.397,46699.042,1.525,0.052,22.761
156,Canada,1,2017,1.597,-0.316,90.942,48384.579,1.491,4.781,23.55
156,Canada,1,2018,2.268,0.048,90.776,50068.12,3.589,3.508,23.377
156,Canada,1,2019,1.949,-0.227,90.21,50584.055,2.275,-0.121,23.042
156,Canada,1,2020,0.717,-8.226,118.2,48630.152,-8.992,-9.395,22.675
156,Canada,1,2021,3.395,-1.876,113.483,55806.845,2.721,8.118,24.314
156,Canada,1,2022,6.803,-0.41,107.368,61040.881,3.232,7.649,25.364
156,Canada,1,2023,3.879,-0.624,107.495,62266.066,5.406,0.855,24.02
156,Canada,1,2024,2.439,-0.951,106.078,62765.568,1.186,1.224,23.372
228,Chile,0,2000,3.838,-0.1701899529369726,13.146,11216.877,6.072,10.569,23.751
228,Chile,0,2001,3.565,0.663,14.348,11696.47,7.611,4.997,24.091
228,Chile,0,2002,2.486,0.322,15.045,12124.575,3.243,1.838,24.108
228,Chile,0,2003,2.811,0.818,12.573,12812.965,7.01,7.873,23.399
228,Chile,0,2004,1.053,1.059,10.314,13890.975,15.015,19.506,21.243
228,Chile,0,2005,3.053,1.12,7.04,15011.64,3.274,18.37,23.268
228,Chile,0,2006,3.402,1.38,5.022,16245.759,5.225,12.536,22.186
228,Chile,0,2007,4.413,1.061,3.901,17367.617,6.752,13.754,22.348
228,Chile,0,2008,8.723,-1.001,4.916,18175.132,-0.504,10.858,28.897
228,Chile,0,2009,1.498,-2.905,5.845,17886.393,-4.203,-17.701,22.92
228,Chile,0,2010,1.408,-1.928,8.607,18957.807,1.869,25.243,24.775
228,Chile,0,2011,3.335,-1.015,11.127,20326.607,5.192,15.839,26.646
228,Chile,0,2012,2.999,-0.378,11.939,21740.976,0.323,3.816,28.791
228,Chile,0,2013,1.789,-0.532,12.784,22624.125,2.866,1.244,27.497
228,Chile,0,2014,4.714,-0.509,15.02,23199.347,0.587,-6.468,25.158
228,Chile,0,2015,4.349,0.478,17.375,23673.888,-2.624,-1.182,25.599
228,Chile,0,2016,3.789,-0.976,21.101,24055.811,0.653,1.394,23.709
228,Chile,0,2017,2.183,-2.023,23.652,24479.457,-0.285,5.097,22.637
228,Chile,0,2018,2.317,-1.533,25.798,25496.434,4.594,8.281,24.203
228,Chile,0,2019,2.249,-1.707,28.33,25733.104,-2.719,-1.918,24.939
228,Chile,0,2020,3.043,-1.553,32.38,25236.623,-1.31,-12.6,21.058
228,Chile,0,2021,4.524,-11.571,36.426,28776.709,-1.411,31.627,24.069
228,Chile,0,2022,11.645,-1.621,37.796,31224.659,1.032,2.038,25.588
228,Chile,0,2023,7.583,-3.368,39.413,32204.174,0.156,-11.619,22.954
228,Chile,0,2024,3.898,-2.797,41.0,33574.404,4.078,1.272,22.421
233,Colombia,0,2000,9.218,-3.721,37.988,6680.547,-0.484,15.145,15.821
233,Colombia,0,2001,7.958,-3.153,41.095,6857.435,2.811,8.74,17.04
233,Colombia,0,2002,6.35,-2.384,47.545,7049.433,-2.377,0.329,18.345
233,Colombia,0,2003,7.12,-1.159,45.04,7377.448,7.36,8.17,19.866
233,Colombia,0,2004,5.906,0.09,41.482,7882.084,9.809,10.272,20.672
233,Colombia,0,2005,5.048,0.571,38.532,8387.622,5.714,11.902,21.656
233,Colombia,0,2006,4.303,-1.328,35.969,9118.027,9.518,17.682,22.939
233,Colombia,0,2007,5.543,-2.02,32.663,9881.625,6.22,13.858,23.454
233,Colombia,0,2008,7.001,-0.845,32.382,10288.044,2.036,12.512,23.721
233,Colombia,0,2009,4.193,-2.011,35.387,10355.521,-5.205,-8.648,21.988
233,Colombia,0,2010,2.268,-2.65,36.497,10833.815,2.062,10.83,21.889
233,Colombia,0,2011,3.415,-2.803,35.783,11701.609,12.258,20.23,22.996
233,Colombia,0,2012,3.174,-1.451,33.967,12262.505,4.473,9.374,22.104
233,Colombia,0,2013,2.022,-2.807,37.592,12986.407,4.678,8.525,22.183
233,Colombia,0,2014,2.905,-3.318,43.319,13677.285,-0.289,7.76,24.003
233,Colombia,0,2015,4.991,-3.87,50.419,14074.832,1.657,-1.081,23.774
233,Colombia,0,2016,7.507,-1.413,49.796,14345.268,-0.209,-3.541,23.167
233,Colombia,0,2017,4.312,-1.249,49.436,14616.787,2.569,1.019,21.6
233,Colombia,0,2018,3.241,-1.954,53.584,15481.289,0.643,5.805,21.195
233,Colombia,0,2019,3.524,-1.876,52.401,16349.418,3.083,7.345,21.381
233,Colombia,0,2020,2.525,-2.82,65.674,15587.65,-22.459,-20.093,19.128
233,Colombia,0,2021,3.505,-5.845,64.039,17724.572,14.635,26.729,18.917
233,Colombia,0,2022,10.183,-7.256,60.055,20149.399,12.301,23.614,19.744
233,Colombia,0,2023,11.729,-3.403,54.317,20787.614,1.481,-12.643,13.602
233,Colombia,0,2024,6.719,-4.405,55.792,21436.901,-5.405,-1.476,13.793
238,Costa Rica,0,2000,10.961,-3.795,38.85,9547.188,3.546,-2.356,20.687
238,Costa Rica,0,2001,11.256,-3.51,39.644,9737.003,1.702,0.01,20.115
238,Costa Rica,0,2002,9.167,-4.903,41.438,10050.676,2.68,6.13,19.886
238,Costa Rica,0,2003,9.448,-3.335,40.566,10524.19,5.671,4.544,18.965
238,Costa Rica,0,2004,12.315,-3.259,41.002,11107.53,10.383,4.812,18.93
238,Costa Rica,0,2005,13.798,-1.765,37.321,11732.177,6.012,6.946,18.964
238,Costa Rica,0,2006,11.471,-0.995,33.037,12787.714,8.041,7.816,21.086
238,Costa Rica,0,2007,9.357,0.168,26.975,14011.001,7.523,10.088,23.287
238,Costa Rica,0,2008,13.425,-0.256,24.007,14741.221,2.172,6.659,24.611
238,Costa Rica,0,2009,7.843,-2.93,26.026,14487.944,-8.462,-18.736,18.453
238,Costa Rica,0,2010,5.663,-4.813,28.09,15163.128,9.327,18.726,19.834
238,Costa Rica,0,2011,4.878,-3.871,29.513,15951.569,7.048,10.671,20.048
238,Costa Rica,0,2012,4.496,-4.368,33.741,16822.175,5.564,7.825,19.854
238,Costa Rica,0,2013,5.231,-5.178,35.076,17312.577,3.312,1.681,19.59
238,Costa Rica,0,2014,4.519,-5.387,37.436,18011.356,4.964,5.046,19.223
238,Costa Rica,0,2015,0.802,-5.479,39.786,18615.889,2.888,4.498,18.854
238,Costa Rica,0,2016,-0.017,-5.198,44.056,19350.081,9.417,8.938,18.889
238,Costa Rica,0,2017,1.626,-6.091,47.064,20279.603,6.955,5.013,18.065
238,Costa Rica,0,2018,2.221,-6.376,51.839,21221.974,4.891,2.856,18.37
238,Costa Rica,0,2019,2.096,-6.864,56.431,22990.944,4.261,-2.297,16.064
