WEO_Country_Code,Country,Advanced_Country,Year,PCPIPCH,GGSB_NPGDP,GGXWDG_NGDP,NGDP_RPCH,PPPPC,TM_RPCH,BCA_NGDPD,NID_NGDP
614,Angola,0,1980,46.708,1.3719146784757106,41.495084920873424,2.406,1510.407,-39.0,0.8,12.122
614,Angola,0,1981,1.391,1.350920396477263,21.431768082504718,-4.4,1538.971,17.3,-2.241,13.148
614,Angola,0,1982,1.833,1.3184524057947677,17.74538384301892,5.232924342580072,1591.954,1.7,-6.053,14.916
614,Angola,0,1983,1.833,1.2654097304912428,17.70532067226542,4.2,1679.796,-2.7,-4.22,12.381
614,Angola,0,1984,1.833,1.1938392404850562,13.122156940022318,6.0,1797.332,2.2,-1.892,12.347
614,Angola,0,1985,1.833,1.2514375186554985,15.594824929597372,3.5,1703.032,-9.4,1.754,9.45
614,Angola,0,1986,1.833,1.230238784629321,17.636603277496917,2.9,1738.043,-6.5,-2.911,9.488
614,Angola,0,1987,1.833,1.1877216681072336,11.689906515989206,4.083,1807.637,-1.5,3.756,9.408
614,Angola,0,1988,1.833,1.1096986678601954,1.723559369662552,6.129,1933.704,26.9,-3.633,7.33
614,Angola,0,1989,1.833,1.0988913765042339,24.13439730332229,0.042,1956.704,-22.0,-0.879,7.292
614,Angola,0,1990,1.833,1.1276814306487624,24.079268502837202,-3.45,1908.939,-15.8,-1.425,4.354
614,Angola,0,1991,85.265,0.9900523554368073,30.317569092263525,12.084,2139.614,-3.886,-3.617,9.5
614,Angola,0,1992,299.097,0.8668679362332106,91.2325002119002,11.403,2359.976,21.141,-5.948,16.026
614,Angola,0,1993,1379.476,0.7779543638860835,413.12128026738196,10.969,2597.482,-19.125,-7.456,16.442
614,Angola,0,1994,949.771,0.6109775950918741,293.6098064740148,10.511,2839.506,-26.769,-5.205,15.984
614,Angola,0,1995,2672.23,0.5376401262936752,766.0692984802663,10.364,3095.937,27.968,-3.621,17.36
614,Angola,0,1996,4146.01,0.43128293486679126,1172.4086363804324,11.208,3391.127,27.764,31.078,21.575
614,Angola,0,1997,221.492,0.1269679060104978,82.7401970408008,7.274,3579.153,8.432,-7.158,15.836
614,Angola,0,1998,107.429,0.0699903820504737,68.53172587443328,4.691,3666.939,-5.44,-17.844,21.887
614,Angola,0,1999,248.248,0.06921037051111423,109.10912926249918,2.181,3679.306,26.806,-17.285,31.03
614,Angola,0,2000,325.029,0.027743364426901618,118.243,3.055,3753.81,3.965,6.291,30.66
614,Angola,0,2001,152.586,-0.048658595292484286,100.221,4.206,3870.505,13.854,-11.56,30.66
614,Angola,0,2002,108.893,-0.65,65.107,13.666,4321.256,-6.072,-0.867,30.66
614,Angola,0,2003,98.219,-3.029,50.76,3.49,4407.323,13.358,-3.537,31.227
614,Angola,0,2004,43.525,1.884,41.627,11.42,4868.928,9.402,2.523,31.18
614,Angola,0,2005,22.961,4.161,29.886,14.15,5531.821,36.996,12.411,27.321
614,Angola,0,2006,13.305,4.853,16.726,11.84,6152.564,2.124,18.225,24.654
614,Angola,0,2007,12.249,-0.796,18.804,13.0,6885.535,48.041,14.487,26.305
614,Angola,0,2008,12.465,-5.714,28.122,10.79,7495.186,45.521,7.282,32.388
614,Angola,0,2009,13.721,-7.783,48.448,2.0,7413.311,6.904,-9.267,42.849
614,Angola,0,2010,14.48,-2.682,32.594,5.29,7610.721,-21.365,7.856,28.158
614,Angola,0,2011,13.484,-3.223,26.318,3.59,7749.77,11.058,10.422,26.456
614,Angola,0,2012,10.285,-7.791,23.805,8.5,8249.101,7.305,9.649,26.654
614,Angola,0,2013,8.782,-9.899,29.473,4.88,8476.286,8.415,5.429,26.127
614,Angola,0,2014,7.298,-12.558,35.274,4.66,8699.296,10.368,-2.279,27.522
614,Angola,0,2015,9.159,-3.764,50.386,0.76,8532.432,-19.489,-7.802,34.63
614,Angola,0,2016,30.694,-4.633,66.67,-1.7,8168.812,-30.326,-2.688,28.216
614,Angola,0,2017,29.844,-6.481,60.492,-0.14,8013.784,5.655,-0.453,32.769
614,Angola,0,2018,19.629,1.512,82.541,-0.59,8284.622,-11.251,6.483,30.8
614,Angola,0,2019,17.079,0.552,101.373,-0.2,8578.72,-11.289,5.427,30.851
614,Angola,0,2020,22.277,-0.011,119.145,-4.04,7832.731,-32.683,1.311,35.878
614,Angola,0,2021,25.765,3.159,74.292,2.1,8869.641,8.02,9.955,36.101
614,Angola,0,2022,21.36,0.165,56.108,4.22,9568.094,42.314,8.287,33.606
614,Angola,0,2023,13.639,-1.5,73.682,1.01,9673.949,-13.978,3.816,34.028
614,Angola,0,2024,28.386,0.817,59.283,2.413,9801.001,3.415,3.347,32.684
213,Argentina,0,1980,-66.47097583507032,0.772371481376072,38.41944715218738,0.7,7178.033,41.493,-1.101,20.346
213,Argentina,0,1981,-52.86513269141975,-1.335441167501806,43.622959273316695,-5.744,7275.709,-8.239,-3.014,18.197
213,Argentina,0,1982,-43.69333842713135,-0.3158579720967021,46.98673507084978,-3.149,7357.925,-42.58,-3.095,17.618
213,Argentina,0,1983,-50.115922258804574,0.3567720207956251,44.17332313948074,3.733,7820.67,-6.924,-2.095,16.797
213,Argentina,0,1984,-50.90903958237686,-0.582990682349406,43.873037301124185,2.0,8126.533,4.705,-1.911,15.94
213,Argentina,0,1985,-48.63249019174688,-2.143885166761431,45.92514011928475,-6.951,7669.666,-13.038,-0.966,13.95
213,Argentina,0,1986,-53.915514236335724,-0.9743059617746401,42.39644549058677,7.146,8276.804,18.523,-2.411,13.977
213,Argentina,0,1987,-49.74727326223619,-1.7233241266923995,43.60396175822369,2.529,8598.489,11.422,-3.484,15.698
213,Argentina,0,1988,-43.614303421009296,-1.088579714595932,46.82427335970719,-1.957,8622.161,-9.204,-1.104,15.063
213,Argentina,0,1989,-43.694114201708814,-1.6118507993790743,48.11686570617914,-7.007,8230.439,-16.419,1.199,12.465
213,Argentina,0,1990,-47.76109543606975,-0.31015269365680487,46.78092520625399,-1.338,8250.735,-0.69,2.952,11.354
213,Argentina,0,1991,-61.660656296619564,-1.486510609273753,39.292230274633695,10.498,9299.495,75.576,-0.202,11.895
213,Argentina,0,1992,-58.56999741892554,-2.6593323936910873,24.961,10.299,10349.777,66.462,-2.529,13.431
213,Argentina,0,1993,-41.31849668407827,0.107,26.893,6.251,11092.261,13.423,-3.042,17.301
213,Argentina,0,1994,-39.261592950601354,-1.674,28.426,5.83,11837.542,26.7,-3.815,17.509
213,Argentina,0,1995,-30.96779242751137,-1.094,30.749,-2.845,11598.011,-11.484,-1.769,16.399
213,Argentina,0,1996,-33.29752457789009,-2.373,32.551,5.527,12315.594,19.483,-2.352,17.403
213,Argentina,0,1997,-29.61775026063654,-2.713,31.676,8.111,13388.591,29.985,-3.753,18.415
213,Argentina,0,1998,0.925,-3.298,34.147,3.85,13903.767,9.894,-4.38,18.551
213,Argentina,0,1999,-1.167,-4.451,38.917,-3.385,13475.982,-15.929,-3.815,15.557
213,Argentina,0,2000,-0.939,-4.552,40.833,-0.789,13529.29,-2.322,-2.878,15.337
213,Argentina,0,2001,-1.065,-5.59,48.007,-4.409,13091.488,-16.587,-1.316,13.64
213,Argentina,0,2002,25.869,1.188,147.203,-10.894,11733.021,-53.558,7.666,9.965
213,Argentina,0,2003,13.443,3.453,125.162,8.955,12914.244,48.953,5.597,12.877
213,Argentina,0,2004,4.416,4.719,117.878,8.911,14308.616,51.05,1.798,17.551
213,Argentina,0,2005,9.642,4.376,80.282,8.852,15911.199,18.243,2.473,18.888
213,Argentina,0,2006,10.898,2.755,70.793,8.047,17549.655,12.871,2.791,18.68
213,Argentina,0,2007,8.83,0.688,62.133,9.008,19456.17,22.147,2.101,20.099
213,Argentina,0,2008,8.585,-0.446,53.814,4.057,20433.475,14.525,1.491,19.573
213,Argentina,0,2009,6.27,0.479,55.397,-5.918,19155.3,-23.812,2.167,16.053
213,Argentina,0,2010,10.461,-0.804,43.454,10.125,21008.87,39.539,-0.382,17.706
213,Argentina,0,2011,9.775,-3.745,38.935,6.004,22469.136,21.71,-1.012,18.398
213,Argentina,0,2012,10.043,-3.485,40.436,-1.026,22396.505,-5.815,-0.369,16.502
213,Argentina,0,2013,10.619,-3.966,43.496,2.405,23065.977,3.576,-2.147,17.306
213,Argentina,0,2014,40.231046332240766,-3.973,44.697,-2.513,22627.919,-10.942,-1.629,17.263
213,Argentina,0,2015,43.17895005591703,-6.442,52.563,2.731,23210.096,2.717,-2.743,17.071
213,Argentina,0,2016,40.37320806501273,-6.918,53.06,-2.08,22701.938,3.498,-2.713,17.663
213,Argentina,0,2017,25.675,-7.082,57.028,2.818,23514.667,14.357,-4.838,18.213
213,Argentina,0,2018,34.277,-4.653,85.246,-2.617,24498.379,-6.102,-5.164,16.614
213,Argentina,0,2019,53.548,-3.728,89.84,-2.001,23535.013,-20.977,-0.781,14.1
213,Argentina,0,2020,42.015,-5.291,103.816,-9.901,22302.151,-10.326,0.698,16.598
213,Argentina,0,2021,48.409,-3.915,81.043,10.442,26015.237,29.658,1.363,17.875
213,Argentina,0,2022,72.431,-4.517,84.463,5.27,29068.299,11.605,-0.641,17.802
213,Argentina,0,2023,133.489,-4.907,155.411,-1.611,29335.855,-2.456,-3.246,18.805
213,Argentina,0,2024,229.824,0.512,91.473,-3.481,28704.096,-17.406,0.593,20.57
193,Australia,1,1980,10.136,-0.5700844515706769,15.986484066910819,2.894,10277.787,4.997,-2.367,27.139
193,Australia,1,1981,9.488,0.21782636863424218,11.683184806969983,4.127,11529.563,10.042,-4.056,28.897
193,Australia,1,1982,11.352,-0.21276910907855573,12.984652753436002,0.063,12049.62,5.46,-4.106,26.502
193,Australia,1,1983,10.039,-1.9652825702132262,20.428059687550444,-0.474,12305.539,-9.819,-3.147,23.062
193,Australia,1,1984,3.96,0.16841892508217193,19.21989648185614,6.346,13391.167,22.058,-4.146,26.734
193,Australia,1,1985,6.735,-0.5943099758067585,15.835182224293902,5.456,14363.825,3.79,-4.862,27.243
193,Australia,1,1986,9.05,-1.0462232016361346,16.177836139426198,2.448,14790.17,-3.149,-5.049,25.556
193,Australia,1,1987,8.533,-1.0139778023648645,19.413935520820445,4.893,15650.118,2.516,-3.389,26.394
193,Australia,1,1988,7.27,0.5630314803207146,14.663143458436522,4.253,16595.129,21.0,-3.826,28.837
193,Australia,1,1989,7.58,0.43234343697214006,17.016,4.636,17779.399,21.177,-5.974,30.15
193,Australia,1,1990,7.233,-0.286,16.407,1.495,18466.456,-3.865,-4.859,26.394
193,Australia,1,1991,3.307,-2.047,21.608,-0.978,18676.717,-2.599,-3.287,22.761
193,Australia,1,1992,0.969,-3.809,27.632,2.584,19397.085,6.854,-3.283,22.723
193,Australia,1,1993,1.752,-4.054,30.667,3.925,20447.66,5.161,-3.036,23.92
193,Australia,1,1994,1.927,-3.171,31.709,4.869,21687.874,14.287,-4.491,25.882
193,Australia,1,1995,4.626,-1.986,31.148,2.946,22510.379,8.793,-4.958,25.198
193,Australia,1,1996,2.653,-0.81,29.34,3.991,23563.574,8.008,-3.499,24.777
193,Australia,1,1997,0.225,0.122,25.911,4.684,24848.687,10.434,-2.927,24.758
193,Australia,1,1998,0.859,0.184,23.699,4.703,26034.572,7.276,-4.908,26.295
193,Australia,1,1999,1.408,0.945,22.544,4.419,27258.342,8.196,-5.479,26.292
193,Australia,1,2000,4.457,1.318,19.494,3.094,28405.206,8.036,-4.046,24.946
193,Australia,1,2001,4.407,0.132,17.107,2.606,29424.446,-4.651,-2.249,23.46
193,Australia,1,2002,3.049,0.299,15.012,4.162,30777.881,10.877,-3.799,25.219
193,Australia,1,2003,2.731,1.025,13.185,3.022,31972.501,11.006,-5.323,26.748
193,Australia,1,2004,2.342,1.207,11.907,4.103,33806.141,15.548,-6.306,27.214
193,Australia,1,2005,2.659,1.603,10.859,3.024,35450.928,9.361,-5.952,27.834
193,Australia,1,2006,3.554,1.631,9.938,2.628,36930.167,8.719,-5.876,27.085
193,Australia,1,2007,2.356,1.161,9.665,4.347,38847.793,13.032,-6.746,28.196
193,Australia,1,2008,4.348,-1.333,11.742,2.578,39747.859,10.897,-4.855,28.335
193,Australia,1,2009,1.77,-4.434,16.622,1.977,40056.322,-9.053,-4.509,26.929
193,Australia,1,2010,2.863,-4.865,20.349,2.424,40951.336,16.275,-3.683,26.305
193,Australia,1,2011,3.356,-4.332,24.039,2.781,42291.726,10.232,-2.967,26.836
193,Australia,1,2012,1.686,-3.752,27.518,3.793,43921.566,6.569,-4.344,28.442
193,Australia,1,2013,2.45,-3.296,30.462,2.229,44939.863,-2.304,-3.364,27.079
193,Australia,1,2014,2.513,-3.29,34.027,2.59,46227.137,-1.474,-3.048,26.436
193,Australia,1,2015,1.485,-3.106,37.709,2.353,47068.446,2.062,-4.619,25.883
193,Australia,1,2016,1.277,-2.736,40.588,2.72,48006.646,0.238,-3.284,24.675
193,Australia,1,2017,1.995,-1.96,41.149,2.417,49291.76,7.75,-2.566,24.277
193,Australia,1,2018,1.933,-1.474,41.696,2.828,51307.076,4.634,-2.236,24.172
193,Australia,1,2019,1.566,-4.565,46.659,1.826,53598.066,-1.045,0.348,22.55
193,Australia,1,2020,0.912,-8.239,56.999,-2.102,53890.665,-11.839,2.179,22.3
193,Australia,1,2021,2.798,-6.248,55.45,5.479,60422.561,4.815,2.89,23.313
193,Australia,1,2022,6.615,-2.808,50.263,3.915,65873.491,13.472,0.867,23.722
193,Australia,1,2023,5.616,-1.745,49.009,1.959,67900.529,6.446,0.252,23.981
193,Australia,1,2024,3.315,-2.468,49.333,1.231,69475.413,5.125,-0.875,24.149
122,Austria,1,1980,6.325,-3.3835825299649533,43.37648707009667,2.314,12287.247,6.17,-4.776,33.133
122,Austria,1,1981,6.807,-3.359235489002637,48.66535690975888,-0.099,13409.393,-0.771,-4.338,28.87
122,Austria,1,1982,5.44,-3.335490485894942,48.96455965881058,1.908,14491.441,-4.667,1.003,25.998
122,Austria,1,1983,3.335,-3.312789325167445,54.609660338998125,2.804,15526.939,5.691,0.389,25.353
122,Austria,1,1984,5.665,-3.299494565382654,53.4029790798756,0.332,16138.983,10.05,-0.266,27.248
122,Austria,1,1985,3.19,-3.2804483289013007,54.458918551053976,2.243,17011.347,6.156,-0.23,26.883
122,Austria,1,1986,1.737,-3.264601783560008,53.8846508520069,2.341,17741.469,-2.911,0.21,26.773
122,Austria,1,1987,1.408,-3.2488346782004056,57.1196679576164,1.681,18462.011,5.447,-0.216,26.917
122,Austria,1,1988,1.868,-3.2310868267012847,57.365,0.961,19272.241,10.4,-0.181,25.657
122,Austria,1,1989,2.249,-3.1986456452452643,56.332,3.887,20757.169,10.158,0.186,26.486
122,Austria,1,1990,2.777,-3.164545036057863,55.932,4.346,22321.341,7.98,0.699,26.704
122,Austria,1,1991,3.116,-3.909,56.134,3.442,23665.919,5.114,0.035,26.97
122,Austria,1,1992,3.426,-2.588,56.028,2.094,24433.159,2.116,-0.385,26.292
122,Austria,1,1993,3.234,-3.603,60.629,0.527,24877.333,-5.489,-0.532,25.361
122,Austria,1,1994,2.711,-4.507,63.721,2.402,25867.313,10.332,-1.467,26.187
122,Austria,1,1995,1.611,-5.754,67.865,2.668,27047.417,5.905,-2.86,26.768
122,Austria,1,1996,1.771,-3.995,67.807,2.398,28165.126,8.642,-2.838,26.338
122,Austria,1,1997,1.167,-2.649,63.056,2.094,29217.495,7.27,-2.546,26.214
122,Austria,1,1998,0.817,-2.959,68.819,3.581,30570.5,5.758,-1.852,26.106
122,Austria,1,1999,0.516,-3.237,61.103,3.556,32043.264,4.064,-2.261,26.118
122,Austria,1,2000,1.956,-3.828,65.738,3.376,33793.936,10.186,-0.706,25.927
122,Austria,1,2001,2.302,-1.589,66.729,1.267,34859.031,5.192,-0.796,25.161
122,Austria,1,2002,1.681,-1.519,66.728,1.652,35808.067,0.291,2.102,23.643
122,Austria,1,2003,1.302,-0.791,65.853,0.941,36694.771,3.507,1.548,24.409
122,Austria,1,2004,1.964,-1.856,65.189,2.735,38469.466,7.975,2.076,24.061
122,Austria,1,2005,2.102,-2.199,68.642,2.244,40290.758,5.455,2.258,23.825
122,Austria,1,2006,1.686,-3.016,67.309,3.454,42746.121,5.855,3.295,23.61
122,Austria,1,2007,2.2,-2.591,65.031,3.727,45391.159,5.635,3.802,24.584
122,Austria,1,2008,3.23,-2.628,68.698,1.46,46792.628,0.954,4.49,24.467
122,Austria,1,2009,0.406,-3.717,79.854,-3.765,45200.459,-11.899,2.596,22.775
122,Austria,1,2010,1.691,-3.854,82.697,1.837,46481.15,11.97,2.855,22.608
122,Austria,1,2011,3.542,-2.886,82.445,2.923,48666.894,5.954,1.631,24.141
122,Austria,1,2012,2.569,-2.128,81.92,0.68,49686.59,0.924,1.483,23.977
122,Austria,1,2013,2.118,-1.99,81.266,0.026,50241.569,0.694,1.943,23.723
122,Austria,1,2014,1.465,-0.774,84.048,0.661,51052.937,2.957,2.474,23.532
122,Austria,1,2015,0.81,0.044,84.894,1.015,51533.26,3.63,1.725,23.806
122,Austria,1,2016,0.972,-1.187,82.84,1.989,52388.368,3.726,2.724,24.256
122,Austria,1,2017,2.228,-0.868,78.501,2.259,54068.015,5.289,1.374,24.838
122,Austria,1,2018,2.122,-0.306,74.083,2.425,56655.538,5.348,0.905,25.726
122,Austria,1,2019,1.495,0.227,70.639,1.451,60719.04,2.248,2.385,25.349
122,Austria,1,2020,1.391,-6.924,82.948,-6.633,58715.289,-10.02,3.442,25.627
122,Austria,1,2021,2.756,-4.598,82.49,4.238,63590.151,14.328,1.646,27.66
122,Austria,1,2022,8.614,-4.101,78.406,4.806,71029.961,7.879,-0.291,27.545
122,Austria,1,2023,7.71,-2.523,77.545,-0.793,71988.371,-2.324,2.661,25.076
122,Austria,1,2024,3.043,-2.509,78.734,-0.588,73050.854,-0.648,2.609,23.884
316,Barbados,0,1980,18.498,7.3485919026865885,-2.9565152442644127,4.371,5961.667,10.946,-2.595,21.924
316,Barbados,0,1981,14.589,6.947372779166066,5.730503112994356,-1.9,6379.313,12.376,-10.931,24.759
316,Barbados,0,1982,10.287,6.903628397708222,18.956367147006002,-4.9,6422.299,0.426,-3.451,20.371
316,Barbados,0,1983,5.275,6.648736516607122,21.739574370138204,0.5,6689.316,11.763,-4.033,17.906
316,Barbados,0,1984,4.648,6.196578679348949,26.789471200367043,3.6,7161.266,8.577,0.803,14.618
316,Barbados,0,1985,4.858,5.920671307745998,32.47456327210264,1.1,7447.651,-6.507,0.322,13.849
316,Barbados,0,1986,0.199,5.430931258246535,35.13801742888895,5.1,7959.82,0.705,-0.998,14.384
316,Barbados,0,1987,3.567,5.064958857287671,37.7678794213084,2.6,8340.727,-15.004,-3.037,14.385
316,Barbados,0,1988,4.719,4.526112832192142,38.53404013308811,3.5,8905.425,5.377,0.125,15.743
316,Barbados,0,1989,6.334,3.9067045439243113,39.998038479094305,3.6,9553.405,15.818,-0.128,17.182
316,Barbados,0,1990,3.036,3.906807187747276,50.476311772896906,-3.3,9550.154,-1.486,-1.802,16.952
316,Barbados,0,1991,6.3,3.9998645103087647,48.69924977230511,-3.9,9455.406,31.596,-1.129,15.045
316,Barbados,0,1992,5.996,4.345087425188975,58.6397982646174,-5.7,9088.031,-43.556,7.213,8.238
316,Barbados,0,1993,1.184,4.103458158141226,53.10940027371632,0.8,9345.59,14.214,3.233,10.673
316,Barbados,0,1994,0.7,6.959,54.285,2.0,9701.917,10.841,6.287,12.27
316,Barbados,0,1995,2.838,6.364,54.921,2.023,10069.715,15.969,2.479,13.119
316,Barbados,0,1996,2.386,3.836,55.285,3.966,10621.381,0.754,3.52,13.087
316,Barbados,0,1997,7.711,5.726,54.904,4.74,11274.165,21.085,-1.329,16.534
316,Barbados,0,1998,-1.269,6.593,49.909,3.74,11782.971,10.897,-2.807,19.505
316,Barbados,0,1999,1.56,5.849,49.71,0.326,11945.311,1.617,-4.241,19.982
316,Barbados,0,2000,2.436,5.236,56.631,4.453,12716.139,-7.274,-3.376,18.602
316,Barbados,0,2001,2.801,4.085,62.339,-2.367,12655.345,0.72,-3.448,16.107
316,Barbados,0,2002,0.183,-5.143,65.523,0.791,12915.851,-0.606,-4.809,18.099
316,Barbados,0,2003,1.558,-2.962,65.279,2.171,13418.257,1.991,-3.423,18.871
316,Barbados,0,2004,1.43,-2.949,64.508,1.407,13930.276,9.218,-9.628,19.522
316,Barbados,0,2005,6.057,-3.232,66.272,3.965,14886.715,3.181,-9.529,19.159
316,Barbados,0,2006,7.321,-3.903,67.738,5.669,16154.968,-2.939,-9.394,19.078
316,Barbados,0,2007,4.031,-5.361,68.63,2.251,16897.973,-3.631,-4.29,16.819
316,Barbados,0,2008,8.108,-5.016,73.788,0.703,17271.39,-6.775,-8.528,16.209
316,Barbados,0,2009,3.645,-7.27,88.198,-4.831,16470.091,-8.984,-5.313,14.951
316,Barbados,0,2010,5.824,-8.219,95.278,-2.237,16233.358,-2.797,-4.059,14.002
316,Barbados,0,2011,9.432,-3.949,99.025,-0.657,16398.924,-10.949,-10.381,14.984
316,Barbados,0,2012,4.533,-7.376,108.807,-0.433,16573.89,-4.199,-7.47,14.255
316,Barbados,0,2013,1.818,-9.27,118.402,-1.076,16620.121,0.627,-7.33,14.478
316,Barbados,0,2014,1.766,-6.613,122.44,0.156,16883.556,1.379,-8.067,14.471
316,Barbados,0,2015,-1.113,-7.857,131.623,-0.846,16846.607,16.117,-5.456,15.089
316,Barbados,0,2016,1.511,-4.591,135.269,1.792,17264.116,6.133,-3.86,14.854
316,Barbados,0,2017,4.424,-3.663,142.847,0.128,17551.344,-6.344,-3.418,14.104
316,Barbados,0,2018,3.015,-0.253,114.212,-1.174,18179.889,-7.292,-3.578,12.913
316,Barbados,0,2019,1.69,3.069,107.646,0.653,18370.784,4.973,-1.6,13.332
316,Barbados,0,2020,0.647,-3.308,138.17,-15.054,15483.649,-10.424,-4.902,16.432
316,Barbados,0,2021,1.426,-3.641,121.594,-0.255,15331.637,-8.531,-10.263,16.769
316,Barbados,0,2022,4.474,-1.749,113.163,17.833,19304.709,7.439,-9.89,16.75
316,Barbados,0,2023,3.187,-1.583,110.801,4.094,20765.473,8.829,-8.595,15.991
316,Barbados,0,2024,2.627,-1.536,103.212,3.9,22034.88,10.278,-6.419,15.901
913,Belarus,0,1980,167.89516355104098,-1.767008686134756,30.159419446235635,2.8625456893608305,13899.228484848487,6.978794399944636,-3.747545454545458,29.621652266393994
913,Belarus,0,1981,167.89516355104098,-1.767008686134756,30.159419446235635,2.8625456893608305,13899.228484848487,6.978794399944636,-3.747545454545458,29.621652266393994
913,Belarus,0,1982,167.89516355104098,-1.767008686134756,30.159419446235635,2.8625456893608305,13899.228484848487,6.978794399944636,-3.747545454545458,29.621652266393994
913,Belarus,0,1983,167.89516355104098,-1.767008686134756,30.159419446235635,2.8625456893608305,13899.228484848487,6.978794399944636,-3.747545454545458,29.621652266393994
913,Belarus,0,1984,167.89516355104098,-1.767008686134756,30.159419446235635,2.8625456893608305,13899.228484848487,6.978794399944636,-3.747545454545458,29.621652266393994
913,Belarus,0,1985,167.89516355104098,-1.767008686134756,30.159419446235635,2.8625456893608305,13899.228484848487,6.978794399944636,-3.747545454545458,29.621652266393994
913,Belarus,0,1986,167.89516355104098,-1.767008686134756,30.159419446235635,2.8625456893608305,13899.228484848487,6.978794399944636,-3.747545454545458,29.621652266393994
913,Belarus,0,1987,167.89516355104098,-1.767008686134756,30.159419446235635,2.8625456893608305,13899.228484848487,6.978794399944636,-3.747545454545458,29.621652266393994
913,Belarus,0,1988,167.89516355104098,-1.767008686134756,30.159419446235635,2.8625456893608305,13899.228484848487,6.978794399944636,-3.747545454545458,29.621652266393994
913,Belarus,0,1989,167.89516355104098,-1.767008686134756,30.159419446235635,2.8625456893608305,13899.228484848487,6.978794399944636,-3.747545454545458,29.621652266393994
913,Belarus,0,1990,167.89516355104098,-1.767008686134756,30.159419446235635,2.8625456893608305,13899.228484848487,6.978794399944636,-3.747545454545458,29.621652266393994
913,Belarus,0,1991,167.89516355104098,-1.767008686134756,30.159419446235635,2.8625456893608305,13899.228484848487,6.978794399944636,-3.747545454545458,29.621652266393994
913,Belarus,0,1992,324.7063971843527,-2.6440953289616194,18.719658113814397,3.6450077489073784,5032.326,12.224215198173084,1.733,24.48652479100174
913,Belarus,0,1993,1190.316,-2.7060482211055685,18.380081028341984,-7.6,4749.381,3.006,-3.813,42.62
913,Belarus,0,1994,2220.897,-2.7920170643348006,17.815535080021657,-11.7,4288.284,-37.277,-2.829,36.183
913,Belarus,0,1995,709.297,-2.768278164190538,17.285302281779952,-11.084,3912.4,34.887,-4.351,25.332
913,Belarus,0,1996,52.688,-2.723951101482849,17.519480321971205,2.776,4108.744,30.741,-3.56,24.017
913,Belarus,0,1997,63.82,-2.6679975169812673,18.256906518809195,11.434,4680.081,43.435,-6.098,27.432
913,Belarus,0,1998,73.018,-2.6233876137636845,18.873287959295535,8.442,5156.737,-11.841,-6.681,27.324
913,Belarus,0,1999,293.733,-2.6051432759486217,19.21806823260735,3.354,5419.114,7.407,-1.597,24.326
913,Belarus,0,2000,168.601,-2.554685889015856,19.80652096162831,5.76,5878.116,28.073,-4.257,26.891
913,Belarus,0,2001,61.133,-2.5066769457303826,20.39083847875009,4.717,6332.947,2.315,-4.139,25.035
913,Belarus,0,2002,42.568,-2.459616785696218,20.991839085458437,5.048,6799.183,13.854,-2.158,22.642
913,Belarus,0,2003,28.398,-2.3929154483108186,21.861323663297696,7.033,7473.184,13.444,-2.476,24.667
913,Belarus,0,2004,18.094,-2.2806086870953868,9.223,11.439,8610.526,21.568,-4.981,28.336
913,Belarus,0,2005,10.336,-2.165228781036261,8.115,9.452,9786.517,0.59,1.468,28.134
913,Belarus,0,2006,6.992,-2.029098769555365,12.274,10.001,11165.374,22.039,-3.631,31.819
913,Belarus,0,2007,8.429,-1.8970641385354905,15.813,8.637,12515.594,7.612,-6.435,33.705
913,Belarus,0,2008,14.828,-1.740421276939966,20.295,10.235,14110.953,14.47,-7.896,37.223
913,Belarus,0,2009,12.95,-1.7270516337622819,32.547,0.168,14256.837,-13.132,-12.059,36.864
913,Belarus,0,2010,7.743,-4.166,36.805,7.805,15590.428,9.366,-14.471,40.656
913,Belarus,0,2011,53.228,-3.618,58.223,5.29,16793.214,15.054,-8.233,37.218
913,Belarus,0,2012,59.218,-0.166,36.946,1.629,17411.763,9.434,-2.836,35.094
913,Belarus,0,2013,18.303,-1.453,36.859,0.962,17885.245,-6.096,-10.023,38.798
913,Belarus,0,2014,18.107,-0.829,38.791,1.686,18493.195,2.086,-6.64,34.841
913,Belarus,0,2015,13.523,-2.291,53.007,-3.83,17926.204,-12.048,-3.251,29.035
913,Belarus,0,2016,11.829,-0.025,53.482,-2.536,17622.234,-2.511,-3.379,26.478
913,Belarus,0,2017,6.032,0.389,53.16,2.541,18413.748,12.011,-1.74,28.03
913,Belarus,0,2018,4.867,1.512,47.515,3.138,20025.982,5.284,0.038,28.079
913,Belarus,0,2019,5.6,0.316,40.999,1.446,22301.593,5.279,-1.934,29.15
913,Belarus,0,2020,5.536,-3.05,47.493,-0.673,24872.307,-8.953,-0.291,27.455
913,Belarus,0,2021,9.453,-1.09,41.182,2.439,27029.591,6.642,3.163,24.905
913,Belarus,0,2022,15.239,-1.391,41.297,-4.698,27819.179,-11.694,3.455,21.865
913,Belarus,0,2023,5.017,0.473,40.72,3.929,30115.084,10.709,-1.806,24.091
913,Belarus,0,2024,6.041,0.362,41.396,3.579,32098.475,2.322,-1.961,24.783
124,Belgium,1,1980,6.656,-8.508746104259913,76.797,4.444,11587.427,-1.5,-3.999,27.394
124,Belgium,1,1981,7.626,-15.472,89.686,-0.279,12637.717,-1.734,-4.094,23.319
